Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
SP_PIR_KEYWORDS	transducer	46	12.534059945504087	4.970588120360846E-12	390265, 283160, 79473, 390264, 119678, 119679, 219865, 338557, 390081, 124274, 26595, 23538, 390077, 390078, 390075, 283111, 51196, 79339, 390072, 283159, 390054, 390059, 84059, 219858, 390058, 390079, 390271, 390275, 282763, 10888, 219870, 340980, 390061, 390063, 390064, 390083, 390084, 390066, 79345, 390067, 338751, 219869, 26493, 26494, 283162, 8471, 387748	326	795	18353	3.25746807115021	1.501115010071885E-9	5.003716330165275E-10	6.64892585433563E-9
SP_PIR_KEYWORDS	g-protein coupled receptor	44	11.989100817438691	6.342311202265714E-12	390265, 283160, 79473, 390264, 119678, 119679, 219865, 338557, 390081, 124274, 26595, 23538, 390077, 390078, 390075, 283111, 79339, 390072, 283159, 390054, 390059, 84059, 219858, 390058, 390079, 390271, 390275, 282763, 10888, 219870, 340980, 390061, 390063, 390064, 390083, 390084, 390066, 390067, 79345, 338751, 219869, 26493, 26494, 283162, 387748	326	739	18353	3.351951318727845	1.915362535243048E-9	4.78840633810762E-10	8.483758140442887E-9
PIR_SUPERFAMILY	PIRSF800006:rhodopsin-like G protein-coupled receptors	42	11.444141689373296	6.3439286406714525E-12	390265, 283160, 79473, 390264, 119678, 119679, 219865, 338557, 390081, 124274, 26595, 23538, 390077, 390078, 390075, 283111, 79339, 390072, 283159, 390054, 390059, 219858, 390058, 390079, 390271, 390275, 282763, 10888, 219870, 340980, 390061, 390063, 390064, 390083, 390066, 390067, 79345, 338751, 219869, 26493, 26494, 283162, 387748	148	618	7098	3.2593807399632637	7.485831954312516E-10	3.742915977156258E-10	7.2602257539244874E-9
GOTERM_BP_FAT	GO:0007600~sensory perception	45	12.26158038147139	1.0980070235462883E-11	390265, 283160, 79473, 390264, 5950, 119678, 5146, 119679, 219865, 762, 390081, 26595, 54714, 23538, 390077, 390078, 390075, 283111, 79339, 390072, 283159, 390054, 390059, 84059, 219858, 390058, 390079, 390271, 26521, 390275, 282763, 219870, 340980, 390061, 390063, 390064, 390083, 390066, 79345, 390067, 338751, 219869, 26493, 26494, 283162, 387748	247	744	12981	3.1787090244220972	1.4559620065135448E-8	4.853206725385917E-9	1.7971690802198736E-8
GOTERM_BP_FAT	GO:0050890~cognition	46	12.534059945504087	1.8737195689101894E-10	390265, 283160, 79473, 390264, 5950, 119678, 5146, 119679, 219865, 762, 390081, 26595, 54714, 23538, 390077, 390078, 390075, 283111, 79339, 390072, 283159, 390054, 390059, 84059, 219858, 390058, 390079, 390271, 26521, 390275, 282763, 219870, 340980, 390061, 6198, 390063, 390064, 390083, 390066, 79345, 390067, 338751, 219869, 26493, 26494, 283162, 387748	247	843	12981	2.8677510913884765	2.4845525015138037E-7	6.211381831100482E-8	3.0668114714416106E-7
UP_SEQ_FEATURE	zinc finger region:C2H2-type 10	27	7.3569482288828345	1.9356643053161888E-10	7652, 7576, 90317, 84436, 55769, 100129543, 81856, 388558, 57615, 400713, 163223, 90321, 148213, 171392, 7644, 125893, 148198, 113835, 162966, 162967, 147658, 147657, 162962, 9668, 284371, 284370, 147660, 80110, 90333	326	327	18308	4.637023695615467	2.14084399097203E-7	2.14084399097203E-7	3.0975541021049935E-7
UP_SEQ_FEATURE	zinc finger region:C2H2-type 1; degenerate	17	4.632152588555858	2.3549533853514987E-10	7652, 171392, 7644, 7576, 55769, 162966, 100129543, 81856, 162963, 284371, 147660, 388558, 400713, 90333, 163223, 90321, 148213	326	116	18308	8.230272900359635	2.604577568066091E-7	1.302288868965107E-7	3.768523160196935E-7
GOTERM_BP_FAT	GO:0007186~G-protein coupled receptor protein signaling pathway	51	13.896457765667575	2.8717786503969504E-10	79473, 119678, 119679, 2919, 338557, 26595, 79339, 390054, 390059, 390058, 3576, 390271, 390275, 390061, 390063, 390064, 390066, 390067, 26493, 26494, 390265, 283160, 390264, 219865, 390081, 124274, 23538, 390077, 390078, 390075, 283111, 51196, 6374, 390072, 283159, 6372, 84059, 219858, 390079, 5196, 282763, 10888, 219870, 340980, 390083, 390084, 79345, 5473, 219869, 338751, 283162, 387748	247	1018	12981	2.6328953333916627	3.8079773945209894E-7	7.615955954776155E-8	4.700383526845542E-7
UP_SEQ_FEATURE	zinc finger region:C2H2-type 11	25	6.811989100817439	3.319160146300553E-10	7652, 7576, 90317, 84436, 55769, 100129543, 81856, 57615, 388558, 400713, 163223, 148213, 171392, 7644, 125893, 148198, 113835, 162967, 147658, 147657, 162962, 9668, 284371, 284370, 147660, 80110, 90333	326	286	18308	4.909048007207517	3.670990842419286E-7	1.223663763649796E-7	5.311500350657639E-7
UP_SEQ_FEATURE	zinc finger region:C2H2-type 9	28	7.629427792915531	4.583573926353004E-10	7652, 7576, 90317, 84436, 55769, 100129543, 388558, 57615, 152485, 400713, 163223, 90321, 148213, 171392, 7644, 125893, 148198, 113835, 162966, 162967, 147658, 147657, 162962, 162963, 9668, 284371, 284370, 147660, 80110, 90333	326	366	18308	4.296355895269704	5.069431030513272E-7	1.2673579985467143E-7	7.334882479170801E-7
UP_SEQ_FEATURE	zinc finger region:C2H2-type 12	23	6.267029972752043	5.146064512780636E-10	7652, 171392, 7644, 90317, 7576, 125893, 113835, 84436, 55769, 100129543, 162966, 147658, 147657, 81856, 162962, 9668, 284371, 284370, 147660, 80110, 388558, 400713, 163223, 148213	326	245	18308	5.2721171904344555	5.69154592344745E-7	1.1383094444816777E-7	8.235011339507992E-7
SMART	SM00349:KRAB	26	7.084468664850137	7.670859434323403E-10	7652, 55762, 7576, 90317, 84436, 100129543, 81856, 388558, 57615, 400713, 163223, 90321, 171392, 7644, 125893, 148198, 113835, 162967, 147658, 147657, 162962, 162963, 9668, 284371, 399669, 284370, 80110, 90333	152	343	8735	4.356107104495934	8.361236514264903E-8	8.361236514264903E-8	8.652128680175508E-7
UP_SEQ_FEATURE	zinc finger region:C2H2-type 15	17	4.632152588555858	1.1727791245656234E-9	7652, 171392, 7644, 90317, 7576, 125893, 84436, 55769, 162966, 147658, 81856, 162962, 9668, 284371, 284370, 388558, 163223, 148213	326	129	18308	7.400865553811766	1.297092839802616E-6	2.1618225676256486E-7	1.8767446041678681E-6
UP_SEQ_FEATURE	zinc finger region:C2H2-type 7	30	8.174386920980927	1.332148311289449E-9	7652, 55762, 7576, 90317, 84436, 55769, 100129543, 81856, 388558, 57615, 152485, 400713, 163223, 90321, 148213, 171392, 7644, 125893, 148198, 113835, 162966, 162967, 147658, 147657, 162962, 162963, 9668, 284371, 284370, 147660, 80110, 90333	326	439	18308	3.837779672149475	1.4733549139611668E-6	2.1047940634844053E-7	2.1317758003291942E-6
INTERPRO	IPR001909:Krueppel-associated  box	26	7.084468664850137	3.146982694961961E-9	7652, 55762, 7576, 90317, 84436, 100129543, 81856, 388558, 57615, 400713, 163223, 90321, 171392, 7644, 125893, 148198, 113835, 162967, 147658, 147657, 162962, 162963, 9668, 284371, 399669, 284370, 80110, 90333	288	343	15967	4.202522675736962	1.4822277435433406E-6	3.705571418599618E-7	4.49370203270405E-6
UP_SEQ_FEATURE	domain:KRAB	25	6.811989100817439	3.3788515900521207E-9	7652, 55762, 7576, 90317, 84436, 100129543, 81856, 388558, 57615, 400713, 163223, 90321, 171392, 7644, 125893, 148198, 113835, 162967, 147658, 147657, 162962, 162963, 9668, 399669, 284370, 80110, 90333	326	321	18308	4.37379355159299	3.7370029407624017E-6	4.6712613133159664E-7	5.407021230752207E-6
UP_SEQ_FEATURE	zinc finger region:C2H2-type 14	17	4.632152588555858	1.1861373924402928E-8	7652, 171392, 90317, 7576, 125893, 84436, 55769, 162966, 147658, 81856, 162962, 9668, 284371, 284370, 388558, 400713, 163223, 148213	326	151	18308	6.322593751269653	1.3118593543026691E-5	1.4576300034763179E-6	1.898121111398865E-5
UP_SEQ_FEATURE	zinc finger region:C2H2-type 13	19	5.177111716621254	1.1945328267755824E-8	7652, 171392, 7644, 90317, 7576, 125893, 84436, 148198, 55769, 162966, 147658, 81856, 162962, 9668, 284371, 284370, 388558, 57615, 400713, 163223, 148213	326	194	18308	5.500158117766112	1.3211445886951445E-5	1.3211524431122612E-6	1.9115559468652066E-5
UP_SEQ_FEATURE	zinc finger region:C2H2-type 8	27	7.3569482288828345	1.859773400592336E-8	7652, 7576, 90317, 84436, 55769, 81856, 388558, 57615, 152485, 400713, 163223, 90321, 148213, 171392, 7644, 125893, 148198, 162966, 162967, 147658, 147657, 162962, 162963, 9668, 284371, 284370, 147660, 80110, 90333	326	406	18308	3.7347456858774817	2.0568882474480965E-5	1.8699158895740808E-6	2.9761096931313347E-5
UP_SEQ_FEATURE	zinc finger region:C2H2-type 6	29	7.901907356948229	3.2169030526945025E-8	7652, 55762, 7576, 90317, 84436, 55769, 100129543, 81856, 388558, 57615, 152485, 400713, 163223, 90321, 171392, 7644, 125893, 148198, 113835, 162966, 162967, 147658, 147657, 162962, 162963, 9668, 284371, 284370, 147660, 80110, 90333	326	476	18308	3.4214827035108524	3.557831543776757E-5	2.9649079680282853E-6	5.1478612284050485E-5
INTERPRO	IPR001089:Small chemokine, C-X-C	7	1.9073569482288828	4.941331312256217E-8	2919, 6374, 5473, 6372, 5196, 5197, 3576	288	13	15967	29.8528311965812	2.3273400219014917E-5	4.654723376518177E-6	7.055921819043576E-5
INTERPRO	IPR002473:Small chemokine, C-X-C/Interleukin 8	7	1.9073569482288828	8.517082864699504E-8	2919, 6374, 5473, 6372, 5196, 5197, 3576	288	14	15967	27.72048611111111	4.011465737019382E-5	6.685887980140137E-6	1.2161875565519509E-4
GOTERM_BP_FAT	GO:0050877~neurological system process	48	13.079019073569482	2.6073113829311054E-7	79473, 5950, 119678, 119679, 26595, 54714, 79339, 390054, 390059, 390058, 1756, 390271, 26521, 390275, 390061, 6198, 390063, 390064, 390066, 390067, 26493, 26494, 283160, 390265, 390264, 5146, 219865, 762, 390081, 23538, 390077, 390078, 283111, 390075, 283159, 390072, 84059, 219858, 390079, 27345, 282763, 219870, 340980, 390083, 79345, 219869, 338751, 283162, 387748	247	1141	12981	2.210888239948621	3.456697769497197E-4	5.76199289945567E-5	4.2675085728527407E-4
INTERPRO	IPR018048:Small chemokine, C-X-C, conserved site	7	1.9073569482288828	3.3539243227421397E-7	2919, 6374, 5473, 6372, 5196, 5197, 3576	288	17	15967	22.82863562091503	1.5795738550905547E-4	2.2566868520201844E-5	4.78919169444314E-4
INTERPRO	IPR002337:Haemoglobin, beta	5	1.3623978201634876	5.040196103352309E-7	3048, 3047, 3043, 3045, 3046	288	5	15967	55.44097222222222	2.373651207560057E-4	2.9673721765766103E-5	7.19707303142858E-4
INTERPRO	IPR013087:Zinc finger, C2H2-type/integrase, DNA-binding	30	8.174386920980927	1.3367892506379452E-6	7652, 55762, 7576, 90317, 84436, 55769, 100129543, 81856, 388558, 57615, 400713, 163223, 90321, 148213, 171392, 7644, 125893, 148198, 113835, 162966, 162967, 147658, 147657, 162962, 162963, 9668, 284371, 284370, 79986, 147660, 80110, 90333	288	600	15967	2.7720486111111113	6.294299836714368E-4	6.995623715788657E-5	0.0019088377652187738
SMART	SM00355:ZnF_C2H2	33	8.991825613079019	1.7688751104951721E-6	7652, 55762, 7576, 90317, 84436, 55769, 100129543, 27086, 81856, 388558, 57615, 152485, 400713, 163223, 90321, 148213, 171392, 7644, 125893, 148198, 113835, 162966, 162967, 147658, 147657, 162962, 162963, 9668, 284371, 284370, 79986, 147660, 80110, 8411, 90333	152	764	8735	2.482217897492422	1.9278897138785833E-4	9.639913209025242E-5	0.0019951344323088094
SP_PIR_KEYWORDS	receptor	52	14.168937329700274	2.39329553107489E-6	79473, 119678, 119679, 338557, 26595, 79339, 390054, 390059, 390058, 4360, 390271, 390275, 8029, 135112, 390061, 390063, 64221, 390064, 390066, 390067, 26493, 26494, 5787, 390265, 283160, 390264, 219865, 54538, 390081, 124274, 23538, 390077, 5801, 390078, 390075, 283111, 390072, 283159, 84059, 219858, 390079, 282763, 10888, 219870, 340980, 390083, 390084, 79345, 338751, 219869, 1630, 283162, 387748	326	1465	18353	1.998274670742687	7.225149755601956E-4	1.4454477545666755E-4	0.003201358901683271
UP_SEQ_FEATURE	zinc finger region:C2H2-type 5	27	7.3569482288828345	2.394705723423656E-6	55762, 7576, 90317, 84436, 55769, 100129543, 81856, 388558, 57615, 400713, 152485, 163223, 90321, 171392, 7644, 125893, 148198, 113835, 162966, 162967, 147658, 162962, 162963, 9668, 284371, 284370, 147660, 80110, 90333	326	522	18308	2.9048022001269302	0.002645043393306845	2.0371368611105112E-4	0.00383206893947996
UP_SEQ_FEATURE	zinc finger region:C2H2-type 3	29	7.901907356948229	3.78764415559657E-6	7652, 55762, 7576, 90317, 84436, 55769, 100129543, 81856, 388558, 57615, 152485, 400713, 163223, 90321, 7644, 125893, 148198, 113835, 162966, 162967, 147658, 147657, 162962, 162963, 9668, 284371, 284370, 79986, 147660, 80110, 90333	326	603	18308	2.7008719185259795	0.004180380152410179	2.991796918022649E-4	0.006061021077963247
GOTERM_MF_FAT	GO:0047760~butyrate-CoA ligase activity	5	1.3623978201634876	3.8133927363665405E-6	348158, 123876, 6296, 116285, 54988	231	7	12441	38.46938775510204	0.001314757950000467	6.575951907176192E-4	0.005204213971432559
INTERPRO	IPR007087:Zinc finger, C2H2-type	33	8.991825613079019	5.576868448080012E-6	7652, 55762, 7576, 90317, 84436, 55769, 100129543, 27086, 81856, 388558, 57615, 152485, 400713, 163223, 90321, 148213, 171392, 7644, 125893, 148198, 113835, 162966, 162967, 147658, 147657, 162962, 162963, 9668, 284371, 284370, 79986, 147660, 80110, 8411, 90333	288	752	15967	2.432915004432624	0.0026232655730988874	2.6263674127613434E-4	0.007963138100863798
PIR_SUPERFAMILY	PIRSF002522:CXC chemokine	6	1.6348773841961852	6.13016409666436E-6	6374, 5473, 6372, 5196, 5197, 3576	148	14	7098	20.554054054054053	7.231000176561864E-4	2.410914596394642E-4	0.007015369963403462
SP_PIR_KEYWORDS	oxygen carrier	5	1.3623978201634876	6.389026671639859E-6	3048, 3047, 3043, 3045, 3046	326	8	18353	35.18596625766871	0.0019276319451624335	3.2153033447590573E-4	0.008545982475882674
INTERPRO	IPR015880:Zinc finger, C2H2-like	33	8.991825613079019	7.712982137848054E-6	7652, 55762, 7576, 90317, 84436, 55769, 100129543, 27086, 81856, 388558, 57615, 152485, 400713, 163223, 90321, 148213, 171392, 7644, 125893, 148198, 113835, 162966, 162967, 147658, 147657, 162962, 162963, 9668, 284371, 284370, 79986, 147660, 80110, 8411, 90333	288	764	15967	2.3947016797556717	0.0036262378585388833	3.3020261628691205E-4	0.011013110923796532
GOTERM_BP_FAT	GO:0007166~cell surface receptor linked signal transduction	59	16.076294277929154	9.408395072910935E-6	79473, 50937, 119678, 119679, 2919, 338557, 26595, 79339, 390054, 390059, 390058, 3576, 390271, 84441, 390275, 390061, 9702, 390063, 390064, 390066, 390067, 26493, 26494, 4086, 390265, 283160, 390264, 4684, 219865, 390081, 124274, 23538, 390077, 390078, 390075, 283111, 51196, 6374, 390072, 283159, 6372, 84059, 219858, 390079, 5196, 282763, 10888, 23493, 219870, 340980, 85458, 4286, 390083, 390084, 5473, 79345, 338751, 219869, 283162, 387748	247	1743	12981	1.7789585177029692	0.01239809298531891	0.0017806399981942223	0.015398078228734402
UP_SEQ_FEATURE	zinc finger region:C2H2-type 16	11	2.997275204359673	1.1404820825421287E-5	9668, 7652, 7644, 284370, 7576, 90317, 388558, 162966, 148213, 162962, 81856	326	100	18308	6.177546012269938	0.012534583180232595	8.405667764617153E-4	0.018249050610208428
PIR_SUPERFAMILY	PIRSF500045:hemoglobin, vertebrate type	5	1.3623978201634876	1.1590537257677754E-5	3048, 3047, 3043, 3045, 3046	148	8	7098	29.974662162162165	0.0013667564590278403	3.4186438168948285E-4	0.013263851846623265
UP_SEQ_FEATURE	zinc finger region:C2H2-type 17	10	2.7247956403269753	1.201858724330282E-5	7652, 284371, 7644, 284370, 7576, 90317, 388558, 162966, 162962, 81856	326	80	18308	7.019938650306749	0.013204680424412252	8.304448253387831E-4	0.01923106030834454
UP_SEQ_FEATURE	disulfide bond	77	20.98092643051771	1.2719891646661649E-5	79473, 50937, 5950, 100169851, 119678, 119679, 2919, 26595, 2813, 160065, 79339, 390059, 338596, 1288, 90952, 1287, 390058, 3576, 4360, 390271, 399968, 26521, 390275, 8029, 399967, 64478, 390061, 390063, 64221, 390064, 390066, 390067, 26493, 26494, 283160, 390265, 340547, 390264, 4684, 54538, 219865, 213, 762, 390081, 23538, 167681, 390077, 390075, 283111, 174, 6374, 158038, 173, 6372, 283159, 390072, 10178, 341208, 219858, 23584, 390079, 5196, 282763, 5197, 10888, 220296, 219870, 641654, 340980, 390083, 390084, 5473, 79345, 338751, 219869, 7369, 1630, 283162, 387748	326	2662	18308	1.6244486132941234	0.01396979367917639	8.272041269866692E-4	0.020353117350824235
UP_SEQ_FEATURE	topological domain:Extracellular	75	20.435967302452315	1.9897408330028867E-5	79473, 50937, 81671, 119678, 119679, 338557, 26595, 54714, 256471, 79339, 390054, 390059, 90952, 390058, 116337, 284161, 4360, 390271, 221074, 390275, 349633, 64478, 24145, 390061, 390063, 64221, 390064, 390066, 390067, 116068, 26493, 26494, 5787, 283160, 390265, 340547, 390264, 4684, 219865, 390081, 124274, 23538, 64922, 390077, 390078, 5801, 283111, 390075, 158038, 283159, 390072, 84059, 10178, 341208, 219858, 23584, 390079, 157724, 115111, 27345, 282763, 26509, 10888, 220296, 219870, 641654, 340980, 390083, 390084, 79345, 5101, 338751, 219869, 2823, 1630, 283162, 387748	326	2603	18308	1.6181187822451208	0.021766370545001634	0.0012218502963541322	0.031836158293774286
PIR_SUPERFAMILY	PIRSF005559:zinc finger protein ZFP-36	13	3.5422343324250685	2.2229095193624E-5	171392, 113835, 84436, 148198, 162966, 100129543, 55769, 162967, 147658, 147657, 9668, 80110, 57615, 90333, 148213	148	136	7098	4.584360095389507	0.002619625164975825	5.244748923575182E-4	0.02543687484352075
SP_PIR_KEYWORDS	disulfide bond	78	21.25340599455041	2.436404252781943E-5	79473, 50937, 5950, 100169851, 119678, 119679, 2919, 26595, 2813, 160065, 79339, 390059, 338596, 1288, 90952, 1287, 390058, 3576, 4360, 390271, 399968, 26521, 390275, 8029, 399967, 64478, 390061, 390063, 64221, 390064, 204474, 390066, 390067, 26493, 26494, 283160, 390265, 340547, 390264, 4684, 54538, 219865, 213, 762, 390081, 23538, 167681, 390077, 390075, 283111, 174, 6374, 158038, 173, 6372, 283159, 390072, 10178, 341208, 219858, 23584, 390079, 5196, 282763, 5197, 10888, 220296, 219870, 641654, 340980, 390083, 390084, 5473, 79345, 338751, 219869, 7369, 1630, 283162, 387748	326	2765	18353	1.5881405385016476	0.0073310264459379715	0.0010505949496394384	0.03258579629222824
UP_SEQ_FEATURE	zinc finger region:C2H2-type 20	7	1.9073569482288828	2.6423474684702726E-5	7652, 284371, 7644, 90317, 388558, 162966, 162962	326	34	18308	11.56225189462288	0.028801835989534674	0.0015369623518796116	0.04227589495753303
SP_PIR_KEYWORDS	blood	5	1.3623978201634876	2.88760913612145E-5	3048, 3047, 3043, 3045, 3046	326	11	18353	25.58979364194088	0.00868279044482645	0.0010894942574096733	0.038619377635351615
SP_PIR_KEYWORDS	cell membrane	63	17.166212534059948	3.067819009108525E-5	79473, 119678, 119679, 338557, 26595, 5911, 2813, 79339, 390054, 390059, 90952, 390058, 116337, 85461, 1756, 9638, 390271, 390275, 24145, 390061, 390063, 390064, 390066, 390067, 134957, 26493, 26494, 283160, 390265, 390264, 5146, 4684, 219865, 762, 390081, 124274, 23538, 390077, 390078, 5801, 390075, 283111, 51196, 283159, 390072, 84059, 219858, 390079, 282763, 10888, 26509, 219870, 9892, 340980, 390083, 390084, 79345, 5101, 338751, 219869, 7369, 8471, 283162, 387748	326	2092	18353	1.6953849898532534	0.009222168067083425	0.0010289098116279538	0.04102907771138531
UP_SEQ_FEATURE	zinc finger region:C2H2-type 19	8	2.17983651226158	3.9832159386846685E-5	7652, 284371, 7644, 284370, 90317, 388558, 162966, 162962	326	53	18308	8.476907049427016	0.04309890865354049	0.0022003379843111848	0.0637225365210603
SP_PIR_KEYWORDS	oxygen transport	5	1.3623978201634876	4.271028425664254E-5	3048, 3047, 3043, 3045, 3046	326	12	18353	23.45731083844581	0.012815948552887257	0.0012890465950461394	0.05711657372036161
UP_SEQ_FEATURE	metal ion-binding site:Iron (heme distal ligand)	5	1.3623978201634876	4.3119795112542286E-5	3048, 3047, 3043, 3045, 3046	326	12	18308	23.399795501022492	0.046572146407546144	0.0022684480134775864	0.06898031652816661
GOTERM_CC_FAT	GO:0005833~hemoglobin complex	5	1.3623978201634876	4.402748898921287E-5	3048, 3047, 3043, 3045, 3046	220	12	12245	23.19128787878788	0.010990303455951422	0.010990303455951422	0.05721673106831027
INTERPRO	IPR012292:Globin	5	1.3623978201634876	4.515999073013375E-5	3048, 3047, 3043, 3045, 3046	288	12	15967	23.10040509259259	0.02104620720168715	0.0017709995872993156	0.06446642021463722
INTERPRO	IPR000971:Globin, subset	5	1.3623978201634876	4.515999073013375E-5	3048, 3047, 3043, 3045, 3046	288	12	15967	23.10040509259259	0.02104620720168715	0.0017709995872993156	0.06446642021463722
PIR_SUPERFAMILY	PIRSF036518:globin	5	1.3623978201634876	5.2047342167396276E-5	3048, 3047, 3043, 3045, 3046	148	11	7098	21.7997542997543	0.006122924237644267	0.0010231006432771528	0.059548784365937024
UP_SEQ_FEATURE	zinc finger region:C2H2-type 4	25	6.811989100817439	6.368615849819225E-5	7652, 55762, 90317, 84436, 55769, 100129543, 57615, 388558, 400713, 152485, 163223, 90321, 7644, 125893, 148198, 162966, 162967, 147658, 147657, 162962, 162963, 9668, 284371, 284370, 147660, 80110, 90333	326	558	18308	2.5161070431206984	0.06801553633396373	0.0031966586050282686	0.10186536693141957
SMART	SM00199:SCY	7	1.9073569482288828	6.592146317172807E-5	2919, 6374, 5473, 6372, 5196, 5197, 3576	152	41	8735	9.811456996148909	0.007159921087829035	0.0023923591809313915	0.07432906004513073
GOTERM_MF_FAT	GO:0005344~oxygen transporter activity	5	1.3623978201634876	7.136869130025167E-5	3048, 3047, 3043, 3045, 3046	231	13	12441	20.71428571428571	0.024322402106733976	0.008174101246707255	0.09735669451280682
